url,course_name,provider_name,category,description,,
https://www.pluralsight.com/courses/mixed-modeling-techniques-3ds-max-178,Mixed Modeling Techniques in 3ds Max,Pluralsight,arts_and_design,"In this 3ds Max tutorial, we will delve in such modeling techniques as spline modeling, polygonal modeling, and sub divisional surfaces. Through these techniques we are going to create a highly detailed steam locomotive model.",,
https://www.pluralsight.com/courses/android-exposing-data-information-outside-app,Exposing Data and Information Outside Your Android App,Pluralsight,computer_science,"In this course, youx27ll learn how to capitalize on these capabilities through the use of Content Providers, notifications, and PendingIntents.",,
https://www.pluralsight.com/courses/rust-fundamentals,Rust Fundamentals,Pluralsight,computer_science,This course introduces Rust: a native code programming language with a focus on safety and correctness.,,
https://www.pluralsight.com/courses/intro-to-fields-for-site-builders,Intro to Fields for Drupal Site Builders,Pluralsight,marketing,"Learn the fundamentals of working with core Drupal content types and fields, from configuration to extending your field options.",,
https://www.pluralsight.com/courses/creating-chrome-extensions,Creating A Chrome Extension,Pluralsight,computer_science,"In this course, youx27ll learn how to create several different Chrome extensions.",,
https://www.pluralsight.com/courses/http2-fundamentals,HTTP/2 Fundamentals,Pluralsight,computer_science,"In this course, wex27ll cover the HTTP/2 Protocol seeing not only how it works, but what we as web and backend developers, need to know to work with the next version of HTTP.",,
https://www.pluralsight.com/courses/babel-get-started,Babel: Get Started,Pluralsight,computer_science,Use next generation JavaScript today (ES2015/ES6 and beyond) without waiting for browser support by using Babel to compile your JavaScript.,,
https://www.pluralsight.com/courses/advanced-stereo-workflows-nuke-disparity-290,Advanced Stereo Workflows in NUKE: Disparity,Pluralsight,arts_and_design,In this series of lessons wex27ll learn a technique to convert a Depth pass from a 3D application into a Disparity map to take advantage of NUKEx27s advanced Stereo tools. Software required: NUKE 6.0 and up for project files.,,
https://www.pluralsight.com/courses/csharp-from-scratch-part2,C# From Scratch - Part 2,Pluralsight,computer_science,"Building on Part 1, part 2 provides an indepth discussion of more advanced C# programming techniques.",,
https://www.pluralsight.com/courses/azure-powershell-sql-playbook,Azure PowerShell Playbook: Azure SQL,Pluralsight,data_science,"This course covers how to manage your Azure SQL instance from PowerShell. Youx27ll learn how to set up and configure SQL Servers, migrate local databases to Azure, and run SQL Scripts against your Azure SQL servers. Take this intermediate course and learn from Pluralsight today!",,
https://www.pluralsight.com/courses/linq-architecture,LINQ Architecture,Pluralsight,data_science,This course looks at using LINQ in the business and data access layers of an application,,
https://www.pluralsight.com/courses/electronics-fundamentals,Electronics Fundamentals,Pluralsight,computer_science,"An introductory course on electronics covering basic theory, DC and AC electrical circuits, electronic components, circuit design, and circuit construction methods.",,
https://www.pluralsight.com/courses/xunitdotnet-test-framework,The xUnit.net Testing Framework,Pluralsight,computer_science,"Learn the latest unit testing technology for C#, VB.NET, and other .NET languages.",,
https://www.pluralsight.com/courses/deploying-linux-web-server-windows-admins,Deploying a Linux Web Server for Windows Admins,Pluralsight,computer_science,Learn how to install and configure a Linux Ubuntu server. Act as a Windows admin as you learn the right way to deploy and configure a LAMP stack.,,
https://www.pluralsight.com/courses/joint-based-facial-rigging-maya-1133,Joint-based Facial Rigging in Maya,Pluralsight,arts_and_design,"In this Maya tutorial, we will learn about joint-based facial rigging in Maya.",,
https://www.pluralsight.com/courses/advancing-skills-pfdepth-2302,Advancing Your Skills in PFDepth,Pluralsight,arts_and_design,"In this PFDepth tutorial, wex27ll learn many advanced techniques to further our knowledge of this powerful program. Software required: PFDepth 2015.1.1, PFTrack 15.2, After Effects CC 2015.",,
https://www.pluralsight.com/courses/advanced-production-techniques-3dequalizer-nuke-1679,Advanced Production Techniques in 3DEqualizer and NUKE,Pluralsight,arts_and_design,"In this tutorial, wex27ll learn how to use 3DEqualizer and NUKE together in a professional workflow for production. Software required: NUKE 8, 3DEqualizer4 R3.",,
https://www.pluralsight.com/courses/sql2012-tools-and-enhancements,Exploring SQL Server Tools and Language Enhancements,Pluralsight,computer_science,An introduction to SQL Server Data Tools (SSDT) and T-SQL enhancements.,,
https://www.pluralsight.com/courses/introduction-modeling-t-splines-rhino-5-1991,Introduction to Modeling with T-Splines in Rhino,Pluralsight,arts_and_design,"In this Rhino tutorial, wex27ll utilize a powerful polygon-modeling T-Spline plug-in within Rhino 5. Software required: Rhino 5, T-Splines 3, KeyShot 4.",,
https://www.pluralsight.com/courses/agile-real-world,Agile in the Real World,Pluralsight,business,"This isnx27t pie-in-the-sky agile, this is agile for the real world.",,
https://www.pluralsight.com/courses/networking-tunnels-junos-os,Networking Tunnels in Junos OS,Pluralsight,computer_science,"What is tunneling in networking and how does it work? After this course, youx27ll know how to configure and support network tunnels on Junos OS based devices.",,
https://www.pluralsight.com/courses/animating-game-characters-maya-475,Animating Game Characters in Maya,Pluralsight,computer_science,"In this collection of lessons, we will learn about a wide variety of useful techniques for animating game characters. Software required: Maya 2011 and higher.",,
https://www.pluralsight.com/courses/compositing-tips-tricks-nuke-980,Compositing Tips and Tricks in NUKE,Pluralsight,arts_and_design,"In this course, we will learn various compositing tips and tricks. Software required: NUKE.",,
https://www.pluralsight.com/courses/xaml-layout-in-depth,XAML Layout in Depth,Pluralsight,computer_science,"This course will teach you to build professional user interfaces in XAML-based applications, understand the layout process, and learn about layout-properties, panels, transformations, projections, and advanced topics to create exciting layouts.",,
https://www.pluralsight.com/courses/practical-ndepend,Practical NDepend,Pluralsight,computer_science,This course shows you how to use NDepend.,,
https://www.pluralsight.com/courses/advanced-techniques-workflows-vue-2274,Advanced Techniques and Workflows in Vue,Pluralsight,arts_and_design,"In this Vue tutorial, wex27ll learn how to implement our custom landscapes from Vue into other applications. Software required: Vue 2014, World Machine 2.3, Geo Control 2, Unreal Engine 4, 3DS Max 2016, Cinema 4D R15.",,
https://www.pluralsight.com/courses/photoshop-cc-color-management,Photoshop CC Color Management,Pluralsight,arts_and_design,"In Photoshop CC Color Management, youx27ll review everything you need to know to properly establish a predictable process for color reproduction. Youx27ll start by reviewing color management fundamentals, and them move on to calibrating your system.",,
https://www.pluralsight.com/courses/agile-estimation,Agile Estimation,Pluralsight,business,A look at how to implement estimation in an Agile environment,,
https://www.pluralsight.com/courses/advanced-modeling-tools-revit-1509,Advanced Modeling Tools in Revit,Pluralsight,arts_and_design,"In this set of tutorials, wex27ll learn how to create intelligent and beautiful forms using Revitx27s Family and Conceptual Massing Environments. Software required: Revit 2014.",,
https://www.pluralsight.com/courses/sqlserver-temporary-objects,SQL Server: Temporary Objects,Pluralsight,computer_science,"Learn how to use temporary tables and table variables correctly, for developers and DBAs from SQL Server 2005 onward",,
https://www.pluralsight.com/courses/context-dependency-injection-1-1,Context and Dependency Injection (CDI 1.1),Pluralsight,computer_science,Learn how to decouple and inject your components with CDI (Context and Dependency Injection) in your Java SE and Java EE applications.,,
https://www.pluralsight.com/courses/muse-cc-fundamentals,Muse CC Fundamentals,Pluralsight,computer_science,"In this course, learn how to create websites without writing code.",,
https://www.pluralsight.com/courses/access-2007-tables-relationships,Access 2007 Part 2: Tables and Relationships,Pluralsight,computer_science,"Part 2 of 5 in the Access 2007 series. If you are tasked with building a new database, fixing your companyx27s Access database, or just wish to ditch the bulky Excel spreadsheet, this is the course for you.",,
https://www.pluralsight.com/courses/design-introduction,An Introduction to Design,Pluralsight,arts_and_design,Learn the fundamentals of design and apply them to your own work.,,
https://www.pluralsight.com/courses/painting-3d-model-vehicle-design-photoshop-837,Painting Over a 3D Model for Vehicle Design in Photoshop,Pluralsight,arts_and_design,"In this tutorial, we will be using a basic 3D Render as a base to paint over in Photoshop.",,
https://www.pluralsight.com/courses/meet-sinatra,Meet Sinatra,Pluralsight,computer_science,"Learn the basics of Sinatra: configuration, handlers, blocks, and templates.",,
https://www.pluralsight.com/courses/advanced-stereo-workflowsaedisparity-317,Advanced Stereo Workflows in After Effects: Disparity,Pluralsight,arts_and_design,In this series of lessons wex27ll learn a technique to convert a Depth pass from a 3D application into a Disparity map. Software required: After Effects CS4 for project files.,,
https://www.pluralsight.com/courses/multi-tile-texture-workflows-688,Multi-Tile Texture Workflows,Pluralsight,arts_and_design,"In this series of tutorials, wex27ll talk about using multiple texture tiles and how several different applications deal with them. Software required: Maya, 3ds Max, ZBrush, Mudbox, MARI.",,
https://www.pluralsight.com/courses/curve-based-facial-rigging-maya-389,Curve-based Facial Rigging in Maya,Pluralsight,arts_and_design,"In this Maya tutorial, we will cover tools and techniques for curve-based facial rigging in Maya. Software required: Maya 2011 and up.",,
https://www.pluralsight.com/courses/custom-brush-presets-toon-boom-harmony-2312,Creating Custom Brush Presets in Toon Boom Harmony,Pluralsight,arts_and_design,"In this Toon Boom Harmony tutorial, wex27ll learn the ins and outs of many of the more advanced drawing tools, as well as finding out how to do more with the tools youx27re already familiar with. Software required: Toon Boom Harmony 11+.",,
https://www.pluralsight.com/courses/configuring-windows-10-core-services,Configuring Windows 10 Core Services,Pluralsight,computer_science,Learn how to configure Windows 10 corse services with Pluralsight author Glenn Weadockx27s help. Start your windows 10 training today!,,
https://www.pluralsight.com/courses/vmware-horizon-7-introduction,VMware Horizon 7: Introduction,Pluralsight,computer_science,VMware Horizon 7 is an enterprise-ready platform for delivering virtual desktops to users. In this course youx27ll learn the complete inx27s and outx27s of installing and configuring this complex tool.,,
https://www.pluralsight.com/courses/custom-templates-archicad-2161,Creating Custom Templates in ARCHICAD,Pluralsight,arts_and_design,"Throughout these lessons, we will explore the depths of ARCHICAD by learning how to create custom templates to fit your office standards, esthetic, and personal choices. Software required: ARCHICAD 18.",,
https://www.pluralsight.com/courses/creating-javascript-modules-browserify,Creating JavaScript Modules with Browserify,Pluralsight,computer_science,"This course introduces the Browserify module loader for JavaScript. In this course, we will learn how to use Browserify to define code modules when building a web application.",,
https://www.pluralsight.com/courses/business-analysis-needs-assessment-introduction,Introduction to Business Analysis x26 Needs Assessment,Pluralsight,business,"Explore the role of business analysts in project and organizational environments, learn what effective business analysis can accomplish, and discover how to effectively identify and assess needs to solve problems and take advantage of opportunities.",,
https://www.pluralsight.com/courses/vca-data-center-virtualization,VMware Certified Associate – Data Center Virtualization (VCA-DCV),Pluralsight,computer_science,"This course covers all topics from the VMware Certified Associate in Data Center Virtualization exam blueprint. Those topics include an introduction to datacenter virtualization, vSphere technologies, and how to apply those technologies to real business challenges.",,
https://www.pluralsight.com/courses/meet-command-line,Meet the Command Line,Pluralsight,computer_science,This course starts with the basics of using the Unix command line and ends with advanced tips and tricks. Includes a 60-page reference guide by Casimir Saternos.,,
https://www.pluralsight.com/courses/comp-cc-fundamentals,Adobe Comp CC Fundamentals,Pluralsight,computer_science,Learn how to create layouts using simple gestures and tools within the Adobe Comp CC application for mobile devices.,,
https://www.pluralsight.com/courses/pmp-project-cost-management,PMP® Exam Prep – Project Cost Management,Pluralsight,personal_development,This retired course is based on version 5 of the PMBOK® Guide.,,
https://www.pluralsight.com/courses/enterprise-network-infrastructure-introduction,Introduction to Enterprise Network Infrastructure,Pluralsight,computer_science,Data networks are massive. This course will teach you about the different components of networking hardware and the purpose and use of each piece.,,
https://www.pluralsight.com/courses/energy-simulation-revit-1403,Energy Simulation in Revit,Pluralsight,arts_and_design,In this tutorial youx27ll learn to run an energy simulation using Revit 2014. Software required: Revit .,,
https://www.pluralsight.com/courses/sqlite-modern-C++,SQLite with Modern C++,Pluralsight,computer_science,Learn everything you need to know to make great use of this incredible little database engine with modern C++.,,
https://www.pluralsight.com/courses/practical-cryptography-dotnet,Practical Cryptography in .NET,Pluralsight,computer_science,"As a software developer you have a duty to your employer to secure and protect their data. In this course, you will learn how to use the .NET Framework to protect your data to satisfy confidentiality, integrity, non-repudiation, and authentication.",,
https://www.pluralsight.com/courses/drawing-facial-features-236,Drawing Facial Features,Pluralsight,arts_and_design,"In this series of lessons, wex27ll learn how to draw various features of the face. Software required: Photoshop CS4 or up.",,
https://www.pluralsight.com/courses/drawing-column-grid-autocad-1616,Drawing a Column Grid in AutoCAD,Pluralsight,arts_and_design,"In this set of tutorials, wex27ll use the Tool Palette and a few basic drawing and annotation tools to layout a column grid in AutoCAD. Software required: .",,
https://www.pluralsight.com/courses/aurelia-fundamentals,Aurelia Fundamentals,Pluralsight,data_science,"This course gives you an end to end coverage of the features of Aurelia, including the MVVM pattern, data binding, routing, dependency injection, and extensibility.",,
https://www.pluralsight.com/courses/advanced-shading-v-ray-maya-1955,Utilizing Advanced Shading Techniques Using V-Ray in Maya,Pluralsight,arts_and_design,"In this series of V-Ray and Maya tutorials, wex27ll examine step by step how V-Ray shaders work and how we can modify and stack them to create realistic materials. Software required: Maya 2014, V-Ray 2.40, NUKE 7.",,
https://www.pluralsight.com/courses/python-maya-fundamentals,Python for Maya Fundamentals,Pluralsight,computer_science,Python is an industry standard programming language at the heart of the film and games industry. This course will teach you the basics of using Python with Maya.,,
https://www.pluralsight.com/courses/cinema-4d-modeling-photorealistic-interiors-2483,Modeling for Photorealistic Interiors with CINEMA 4D,Pluralsight,arts_and_design,"This course will detail how to create a floor plan of a home, specifically focusing on creating a lounge visual. This will include modeling furniture such as coffee tables and sofas. And also touching on creating fabrics and cushions. Required Software: CINEMA 4D r16.",,
https://www.pluralsight.com/courses/wf-advanced-topics,Windows Workflow 3.5 Advanced Topics,Pluralsight,computer_science,Advanced Topics in Windows Workflow Foundation,,
https://www.pluralsight.com/courses/photoshop-cc-practical-projects,Photoshop CC Practical Projects,Pluralsight,arts_and_design,"Photoshop can be a difficult tool to master, but by using automated features and one-click solutions you can jump-start your creative projects without much prior knowledge. This course will teach you how to let Photoshop do the hard work for you. Software required: Photoshop CC 2017.",,
https://www.pluralsight.com/courses/advanced-editor-scripting-unity-monodevelop-1992,Advanced Editor Scripting in Unity and MonoDevelop,Pluralsight,arts_and_design,"In this Unity tutorial, wex27ll learn several skills that will allow us to create menus and wizards that integrate directly into Unityx27s editor interface. Software required: Unity 4.5, MonoDevelop.",,
https://www.pluralsight.com/courses/pmp-project-quality-management,PMP® Exam Prep – Project Quality Management,Pluralsight,personal_development,This retired course is based on version 5 of the PMBOK® Guide.,,
https://www.pluralsight.com/courses/custom-families-structures-1997,Creating Custom Families for Industrial Structures,Pluralsight,arts_and_design,"In this set of Revit tutorials, wex27ll learn how to model adaptive and parametric structural framing families for a light industrial building. Software required: Revit 2015.",,
https://www.pluralsight.com/courses/arduino-introduction,Introduction to Arduino,Pluralsight,computer_science,This course is an introduction to the Arduino hardware and software platform.,,
https://www.pluralsight.com/courses/getting-started-digital-assets-houdini-120,Getting Started with Digital Assets in Houdini,Pluralsight,arts_and_design,"In this course, we will get started with Houdini Digital Assets and learn how to use them. Software required: Houdini 9 and up.",,
https://www.pluralsight.com/courses/java2,"Java Fundamentals, Part 2",Pluralsight,computer_science,This course is designed to teach some of the fundamentals of Java and cover slightly more advanced topics than what were covered in Java Fundamentals Part1.,,
https://www.pluralsight.com/courses/designing-single-page-product-website-photoshop-html-1812,Designing a Single Page Product Website in Photoshop and HTML,Pluralsight,computer_science,"Learn the design and development workflow for a single page product website. Software required: Illustrator CC 2014, Photoshop CC 2014, HTML5, Sublime Text 3, CodeKit 2.",,
https://www.pluralsight.com/courses/amazon-quicksight-visualizing-data,Visualizing Data with Amazon QuickSight,Pluralsight,arts_and_design,"Amazon QuickSight is a new, cloud-based business analytics service enabling users to visualize and extract business insight from their data. This course teaches you how to connect, prepare and analyze your data inside one of Amazonx27s newest services. Take this course today and start learning from Pluralsight!",,
https://www.pluralsight.com/courses/integrating-aspdotnet-mvc-facebook-graphapi,Integrating ASP.NET MVC With the Facebook Graph API,Pluralsight,computer_science,"This course covers using Facebook Graph API integration with an ASP.NET MVC web application, to learn how to incorporate Facebook features server side.",,
https://www.pluralsight.com/courses/microsoft-azure-development-aws-developers,Microsoft Azure Development for AWS Developers in .NET,Pluralsight,computer_science,Do you need to know Azure and AWS within your organization? This beginners course will teach you all you need to know in order to translate your AWS knowledge and skills to the Azure Platform. You will be walked through how to build and deploy your first Azure application. Begin learning today!,,
https://www.pluralsight.com/courses/testing-django-applications,Testing Django Applications,Pluralsight,computer_science,"In this course, youx27ll learn how to create test suites for Django applications in order to reduce risk of regression issues and speed up iterative development.",,
https://www.pluralsight.com/courses/introduction-camera-tracking-nukex-292,Introduction to Camera Tracking in NUKEX,Pluralsight,arts_and_design,In this series of lessons wex27ll learn how to use the 3D Camera Tracker in NUKEX. Software required: NUKEX 6.0 and up.,,
https://www.pluralsight.com/courses/drupal-coding-standards,Drupal Coding Standards,Pluralsight,computer_science,Learn about the Drupal coding standards and tools to help you comply.,,
https://www.pluralsight.com/courses/envisioning-fantasy-characters-through-photo-manipulation-1037,Envisioning Your Fantasy Characters Through Photo Manipulation,Pluralsight,arts_and_design,Wex27ll begin this course by discussing the importance of choosing an appropriate photo for our fantasy character. Software required: Photoshop CS6.,,
https://www.pluralsight.com/courses/ruby-rails-4-getting-started,Ruby on Rails 4: Getting Started,Pluralsight,computer_science,This course covers all the basics of Ruby on Rails and prepares you to start developing web applications on the platform. Start free trial now!,,
https://www.pluralsight.com/courses/animating-grappling-hook-maya-814,Animating a Grappling Hook in Maya,Pluralsight,arts_and_design,"In this series of Maya tutorials, we will learn techniques for animating a grappling hook in Maya. Software required: Autodesk Maya 2013.",,
https://www.pluralsight.com/courses/windows-2000-server-network-security,Windows 2000 Server Network Security,Pluralsight,computer_science,Learn all about securing your network with this Windows 2000 Server Network Security course.,,
https://www.pluralsight.com/courses/spring-data-jpa-getting-started,Getting Started with Spring Data JPA,Pluralsight,data_science,This course introduces the Spring Data JPA framework.,,
https://www.pluralsight.com/courses/digital-forensics-file-systems-getting-started,Digital Forensics: Getting Started with File Systems,Pluralsight,computer_science,"In this course, youx27ll learn how to forensically investigate some of the most common file systems across the Windows, Linux, and Mac OS X operating systems.",,
https://www.pluralsight.com/courses/introduction-mental-ray-maya-3609,Introduction to mental ray in Maya 2009,Pluralsight,arts_and_design,Learn practical workflows to simulating physically accurate lighting and rendering various surface types and gain a comprehensive overview of the high performance tools and new features of mental ray in Maya 2009. Software required: Maya 2009 and up.,,
https://www.pluralsight.com/courses/bootstrap-introduction,Introduction to Bootstrap,Pluralsight,computer_science,"Bootstrap is a sleek, intuitive, and powerful front-end framework for faster and easier web development. In this course wex27ll see how to use Bootstrapx27s CSS and JavaScript to turn plain HTML into navigational menus, picture carousels, split buttons, alerts, modal dialogs, and more.",,
https://www.pluralsight.com/courses/pmp-v6-project-integration-management,Project Integration Management,Pluralsight,business,"Updated to align with the 6th Edition of the PMBOK® Guide, this course introduces topics like developing project charters and plans, managing project work and knowledge, monitoring and controlling project work, and closing out projects.",,
https://www.pluralsight.com/courses/introduction-key-frame-animation-toon-boom-harmony-1113,Introduction to Key Frame Animation in Toon Boom Harmony,Pluralsight,arts_and_design,Wex27ll begin this Toon Boom tutorial by discussing what a key frame is and how we can set one in the timeline view in Toon Boom Harmony. Software required: Toon Boom Harmony.,,
https://www.pluralsight.com/courses/play-by-play-build-deploy-angular-to-cloud,Play by Play: Build and Deploy Angular to the Cloud,Pluralsight,computer_science,"In this play by play course, Simona Cotin x26 John Papa take you through deploying an angular application to Azure using CircleCI x26 Docker. Take the course today!",,
https://www.pluralsight.com/courses/muse-cc-responsive-design,Muse CC Responsive Design,Pluralsight,computer_science,"Create a better experience for your user, no matter what kind of display or device they use. This course will teach you how to use Adobe Muse CC to create responsive websites. Youx27ll cover breakpoints, mobile design, widgets, and more. Software required: Muse CC.",,
https://www.pluralsight.com/courses/animation-blocking-techniques-softimage-1095,Animation Blocking Techniques in Softimage,Pluralsight,arts_and_design,"In this set of Softimage tutorials, we will learn essential tips and techniques for blocking in animations. Software required: Autodesk Softimage 2013.",,
https://www.pluralsight.com/courses/building-f-sharp-type-providers,Building F# Type Providers,Pluralsight,computer_science,"Type providers are one of F#x27s most interesting features, but using them can often feel a bit like magic. By building your own type provider, you can gain a better understanding of how type providers work.",,
https://www.pluralsight.com/courses/cloud-data-managing,Managing Data in the Cloud ,Pluralsight,computer_science,"Understand cloud data management, including the technical, business, and security issues associated with legal, jurisdictional, and data sovereignty conditions.",,
https://www.pluralsight.com/courses/web-development-intro,Introduction to Web Development,Pluralsight,computer_science,Introduction to Web Development is a one-stop course that covers all of the tools you’ll need to create websites.,,
https://www.pluralsight.com/courses/animating-time-warps-maya-1055,Animating Time Warps in Maya,Pluralsight,arts_and_design,"In this set of Maya tutorials, we will take a look at a few ways time warps can be created and edited. Software required: Autodesk Maya 2013.",,
https://www.pluralsight.com/courses/sscp2015-systems-application-security,SSCP®: Systems and Application Security,Pluralsight,computer_science,"Learn to identify and analyze malicious code and activity, implement and operate endpoint device security, operate and configure cloud security, secure big data systems, and operate and secure virtual environments.",,
https://www.pluralsight.com/courses/introduction-html5-css3,Introduction to HTML5 and CSS3,Pluralsight,computer_science,An introductory course showing the basics of both HTML5 and CSS3.,,
https://www.pluralsight.com/courses/meet-postgresql,Meet PostgreSQL,Pluralsight,data_science,This course teaches the most useful and powerful features of Postgres. Youx27ll learn to use the built-in full-text search and optimize it. Sign up today!,,
https://www.pluralsight.com/courses/signalr-introduction,Introducing ASP.NET SignalR - Push Services with Hubs,Pluralsight,computer_science,Building near-real-time web-based applications.,,
https://www.pluralsight.com/courses/spring-data-rest-getting-started,Getting Started with Spring Data REST,Pluralsight,data_science,This course will introduce the Spring Data REST framework.,,
https://www.pluralsight.com/courses/body-mechanics-animation-maya-1948,Body Mechanics and Animation in Maya: Lifting Heavy Objects,Pluralsight,arts_and_design,"Easily learn character animation and the body mechanics involved for lifting heavy objects and add style, personality, and life to you next animation. Please note that the project files provided with this training kit require Maya 7 to be opened. If you do not have Maya 7, you can create your own character rig with the help of our Character Setup in Maya training kit. Software required: Maya 6.5 and higher (Maya 7 required for project files).",,
https://www.pluralsight.com/courses/approval-tests-dotnet,Approval Tests for .NET,Pluralsight,computer_science,This course will teach you how to go beyond simple asserts and use human intelligence to test both new and legacy code.,,
https://www.pluralsight.com/courses/real-world-scrum-team-foundation-server-2013,Real World Scrum With Team Foundation Server 2013,Pluralsight,computer_science,Learn how to use Team Foundation Server 2013 to help your team and organization deliver great software using Scrum.,,
https://www.pluralsight.com/courses/ios-9-fundamentals,iOS 9 Fundamentals,Pluralsight,computer_science,This course covers the essential skills for developing iOS apps with Xcode and Swift.,,
https://www.pluralsight.com/courses/how-draw-eyes-photoshop-3628,How to Draw Eyes in Photoshop,Pluralsight,arts_and_design,Perfect for traditional and digital artists. Software required: Photoshop CS and up.,,
https://www.pluralsight.com/courses/securing-network-devices-ccna-security-210-260-iins,Securing Network Devices for CCNA Security (210-260) IINS,Pluralsight,computer_science,"Protect your Cisco iOS device networks from threats. This course provides you with an understanding of network security on Cisco iOS devices, meeting exam objectives for the CCNA Security (210-260).",,
https://www.pluralsight.com/courses/introduction-maya-fur-264,Introduction to Maya Fur,Pluralsight,arts_and_design,"In this series of Maya tutorials, wex27ll explore the fascinating Maya Fur toolset. Software required: Maya Unlimited or Maya 2010.",,
