url,course_name,provider_name,category,tags,description
https://www.linkedin.com/learning/wordpress-developer-tips-information-architecture-and-the-template-hierarchy,WordPress Developer Tips: Information Architecture and the Template Hierarchy,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","This short installment of _WordPress Developer Tips_ helps you use information architecture (IA) and the WordPress template hierarchy to build a cleaner and more effective design process. Morten Rand-Hendriksen shows how to set up IA for your site, map IA to the template hierarchy, create a template map for your project, and match the map to your starter theme. Incorporating IA will help you put ""function before form"" and not only make the development process quicker and easier, but also result in better, more functional websites for your clients and users.

"
https://www.linkedin.com/learning/balsamiq-mockups-for-ux-design,Balsamiq Mockups for UX Design,Linkedin Learning,arts_and_design,"[""user_interface_prototyping"", ""user_experience_design_(ued)""]","Wireframes and prototypes are key to making successful products. But what tools should you use? Balsamiq Mockups is a dedicated wireframing tool that helps you lay out your ideas quickly. In these tutorials, Justin Putney shows how to use Balsamiq Mockups to create richly layered interface elements, turn assets into reusable symbols, and add interactive and responsive design features to your mockups. When you're done with your mockup, he'll show you how to export it to share with clients and developers.

"
https://www.linkedin.com/learning/planning-a-web-design-portfolio-getting-a-job,Planning a Web Design Portfolio: Getting a Job,Linkedin Learning,business,"[""small_business_management""]","For web designers and other creative professionals, a great portfolio can make the difference between landing the job and getting passed over. In this course, you'll explore the five essential components of an outstanding portfolio, and find out how to frame your projects in ways that will appeal to prospective employers. Employers looking to fill a job opening want designers who can solve real-world design challenges, be productive and creative team members, and hit the ground running. This course will help you plan the conceptual structure of your portfolio to make these kinds of skills stand out. So join web design entrepreneur Lauren Bacon as she explains how to gear your portfolio to land the perfect web design job.

"
https://www.linkedin.com/learning/html-essential-training,HTML Essential Training,Linkedin Learning,computer_science,"[""html"", ""web_standards""]","HTML is the programming language that powers the web. And like any language, once you master it, you can begin to create your own content, whether that's simple websites or complex web applications. This course provides an in-depth look at the essentials: the syntax of HTML and best practices for writing and editing your code. Senior staff author James Williamson reviews the structure of a typical HTML document, and shows how to section pages and format your content with HTML. Plus, learn how to create links and lists, and find out how HTML works with CSS and JavaScript to create rich, engaging user experiences. So open a text editor, watch these videos, and begin learning to author HTML the right way.

"
https://www.linkedin.com/learning/ratchet-multidevice-prototyping,Ratchet: Multidevice Prototyping,Linkedin Learning,arts_and_design,"[""user_interface_prototyping"", ""bootstrap""]","Ratchet is a fantastic framework for prototyping mobile apps. Ratchet prototypes look and act just like native iOS and Android apps, but they're programmed with languages familiar to almost all web designers and developers: HTML, CSS, and JavaScript. Join Chris Griffith in this course, as he shows how to configure your development environment to work with Ratchet, and build your first app prototype, from creating the initial screen and adding transitions between pages, with Push.js, to using Ratchet's iOS and Android built-in themes, which make your app immediately look at home on either platform.

"
https://www.linkedin.com/learning/wordpress-developer-tips-managing-users-in-the-database,WordPress Developer Tips: Managing Users in the Database,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","Welcome to another installment of _WordPress Developer Tips_. In this quick course, staff author Morten Rand-Hendriksen shows you how to edit WordPress user accounts directly in the database with phpMyAdmin—bypassing WordPress entirely. This is a useful technique for managing large pools of users and troubleshooting unresponsive accounts. Dive in and learn how to reset passwords, change user names and roles, and remove users from the database altogether. But please note: this technique is recommended only if you can back up and restore your database (in case something goes wrong). If you need to brush up on backups, check out _WordPress Plugins: Backing Up Your Site_ before you begin.

"
https://www.linkedin.com/learning/planning-a-web-design-portfolio-growing-your-freelance-business,Planning a Web Design Portfolio: Growing Your Freelance Business,Linkedin Learning,business,"[""small_business_management""]","A great portfolio can make the difference between landing a new client and losing a sale. In this course, you'll learn the five essential components of an outstanding portfolio, and see how to frame your projects in ways that will appeal to prospective clients. Web design entrepreneur Lauren Bacon helps web designers and other creative professionals think strategically about what projects to feature, how to frame those projects for new prospects, and how to conceptually structure a portfolio that will attract fresh clients and move your business in the right direction.

"
https://www.linkedin.com/learning/collaborative-design-managing-a-team,Collaborative Design: Managing a Team,Linkedin Learning,business,"[""small_business_management""]","Effective collaboration can make or break a project, as anyone who's ever suffered through ""design by committee"" can attest. But how do you manage a team—often including many external clients and internal creatives—so that collaboration moves smoothly and nets great results? This kind of teamwork requires clear roles and responsibilities, well-defined parameters, opportunities for input, people-management skills, and more. In this course, veteran web entrepreneur Lauren Bacon provides a proven framework for bringing people together collaboratively to create extraordinary outcomes.

"
https://www.linkedin.com/learning/dreamweaver-cc-responsive-design,Dreamweaver CC: Responsive Design,Linkedin Learning,arts_and_design,"[""dreamweaver"", ""responsive_web_design""]","Responsive web design allows designers to control the look and feel of their website on multiple screen sizes and platforms. This course illustrates two approaches to responsive web design in Dreamweaver CC: the first using Dreamweaver's Fluid Grid Layout tool and the second using media queries. Author Joseph Lowery shows how to use the Fluid Grid Layout framework to create a single website for desktops, tablets, and smartphones. Then he turns to media queries to handle orientation changes, target high-resolution displays like that in the iPhone 6, and hide content when necessary. The final chapter of the course illustrates how to handle images and media responsively.

"
https://www.linkedin.com/learning/learning-genesis-for-wordpress,Learning Genesis for WordPress,Linkedin Learning,computer_science,"[""front-end_development"", ""genesis_framework_for_wordpress"", ""wordpress"", ""content_management_systems_(cms)""]","Whether you're a novice or an advanced developer, Genesis provides the foundation that takes WordPress to places you never thought it could go. Because Genesis is much more than a mere WordPress theme; it's an underlying framework of immaculate code that offers three important benefits: SEO, security, and a huge selection of design options. Learn how to get up and running with Genesis in these tutorials from Carrie Dils. She'll show you how to configure the basic settings, from selecting a layout to enabling comments; create menus and add them to your site; choose a homepage; and work with popular widgets. She also offers a few tips for when you're ready to take WordPress further with search engine optimization (SEO) and templates.

"
https://www.linkedin.com/learning/wordpress-developer-tips-using-custom-web-fonts,WordPress Developer Tips: Using Custom Web Fonts,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","Beautiful typefaces shouldn't be restricted to print. Web fonts make a wide range of typography accessible to web designers and developers too. This course offers a coding strategy for integrating web fonts into your WordPress themes, from services including Google Fonts and Adobe Edge Web Fonts. Staff author Morten Rand-Hendriksen also shows how to generate and apply a custom self-hosted font with Font Squirrel's font kit.

"
https://www.linkedin.com/learning/wordpress-plugins-social-media-buttons,WordPress Plugins: Social Media Buttons,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","Enabling readers to share your WordPress content with their friends and followers on Facebook and Twitter is the key to your site growing and prospering. Staff author Morten-Rand Hendriksen shows how to add social media sharing buttons to your posts and pages, with several different WordPress plugins. This course covers the different options, including the sharing features in Jetpack and the dedicated WPSocialite and AddThis plugins, and their pros and cons.

"
https://www.linkedin.com/learning/wordpress-building-a-one-page-style-site,WordPress: Building a One-Page Style Site,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","One-page sites with JavaScript-based scrolling navigation are popular, especially for creative portfolios and company websites. However, in WordPress, single-page sites also have severe restrictions and can be hard to manage. This course shows you how you can create a dynamic one-page front page for your WordPress site that pulls content from different areas and displays it in a visually stunning way. This method allows the front page to update automatically as site content changes, without you having to constantly manage it. Staff author Morten Rand-Hendriksen will take you step by step through this solution: creating a new template and content pages, calling content to the front page with custom loops, and adding JavaScript to enable sticky menus and scrolling.

"
https://www.linkedin.com/learning/jeffrey-zeldman-20-years-of-web-design-and-community,Jeffrey Zeldman: 20 years of Web Design and Community,Linkedin Learning,arts_and_design,"[""web_standards""]","Who is Jeffrey Zeldman? The ""Miles Davis of web design""? ""Godfather of the web""? Or simply ""your friend on the Internet""? For people who make websites, Zeldman is all of these and more. He's been a guiding voice in web design since the earliest days of the Internet, leading the charge in the fight for web standards. He's an educator whose businesses—A List Apart, An Event Apart, and A Book Apart—are extensions of his basic instinct to share his best ideas. He's also a staunch believer in the importance of community and has created an environment that other designers look forward to participating in. This film is an intimate portrait of a man who has helped shape the web but isn't recognized by most of the people who use it everyday. Learn how he evolved his influential mailing list, how he convinced Netscape and Internet Explorer to support HTML and CSS, and what he's doing to pass the torch to the next generation.

"
https://www.linkedin.com/learning/running-a-web-design-business-defining-your-business-structure,Running a Web Design Business: Defining Your Business Structure,Linkedin Learning,business,"[""small_business_management""]","Sole proprietorship, general partnership, corporation, or LLC? Choosing a business structure is one of the tougher decisions web designers face when establishing a new company. In this course, entrepreneur Martha Garzon walks you through the advantages and disadvantages of each business model, and helps you decide which one is right for you. You'll also take a deep dive into two key business structures–sole proprietorship and LLC—to see how they affect licensing and permitting processes, taxes, and recordkeeping for a hypothetical web design business. This practical information will help you clear early legal and financial hurdles, and help make sure your business hits the ground running.

"
https://www.linkedin.com/learning/wordpress-developer-tips-enqueuing-styles-and-scripts,WordPress Developer Tips: Enqueuing Styles and Scripts,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","There's a right way and a wrong way to add style sheets and JavaScript libraries and scripts to your WordPress themes. The right way takes advantage of the WordPress enqueue system, which prevents script and style conflicts. In this installment of WordPress Developer Tips, staff author Morten Rand-Hendriksen introduces the two main functions for enqueuing: wp\_enqueue\_style() and wp\_enqueue\_script(0). He'll show how the functions work and how to adjust their parameters, as well as theoretical and practical examples of implementing them in themes. This course uses Simone, a theme developed especially for Morten's _WordPress: Building Themes from Scratch Using Underscores_ course, but you can use any theme or subtheme that you'd like.

"
https://www.linkedin.com/learning/wordpress-plugins-advanced-custom-fields,WordPress Plugins: Advanced Custom Fields,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","By default, WordPress posts and pages have a limited set of data-input fields. But sometimes you need to collect and display more data than what is available. This is where Advanced Custom Fields comes in handy. Using this plugin, you can create new custom fields for your posts, pages, and custom post types. Staff author Morten Rand-Hendriksen shows you how to set up your own fields and display the content on the front end of a site, connect posts with relational fields, and move the fields from a development environment to a live WordPress site.

"
https://www.linkedin.com/learning/ux-foundations-multidevice-design-2014,UX Foundations: Multidevice Design (2014),Linkedin Learning,arts_and_design,"[""multi-device_design"", ""mobile_web_design"", ""responsive_web_design""]","If users really like your website or app, they're not logging in from a single device. They're visiting from their desktop at work, their phone on the train, _and_ their tablet at home. Your design also needs to perform elegantly and consistently on all platforms. In this course, Brian Thurston shows how to design complete experiences that take visitors from one device to another, and back again. You'll leave with a solid understanding of the planning it takes to ensure your site is prepared for success, the importance of flexible content creation and preparation, and special considerations involved in designing for touch screens. Brian also takes a look forward at the impact wearable devices and future tech will have on the UX designs of today.

"
https://www.linkedin.com/learning/html5-game-development-with-phaser,HTML5 Game Development with Phaser,Linkedin Learning,computer_science,"[""html"", ""javascript"", ""game_development""]","Phaser is a cross-platform game development framework for both mobile and desktop games. This fast, fun, and _free_ framework supports both JavaScript and TypeScript, targeting the open web via HTML5 Canvas. This course shows you how to put Phaser to work: creating a multistate game that can be played on both desktop browsers and mobile devices. After you gather your assets, author Joseph Labrecque will help you start a new game project with the Brackets code editor, create a basic preloader and menu states, and then start building game entities and layering in functionality with Phaser's sprites, groups, animations, tweens, emitters, and physics. He'll also show you how to provide feedback to the player and add sound effects for a more immersive gaming experience. When you're done, Joseph shows you how to prep the game for a mobile launch.

"
https://www.linkedin.com/learning/wordpress-custom-post-types-and-taxonomies,WordPress: Custom Post Types and Taxonomies,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","By default WordPress has five post types (posts and pages are the most popular), organized using built-in taxonomies like categories and tags. However, you can extend the functionality of WordPress and display different types of content according to your own rules by creating custom post types and taxonomies. In this course, Morten Rand-Hendriksen shows how to create a plugin for new post types and taxonomies, create new post types and taxonomies (hierarchal and nonhierarchal), and build templates that display the custom post types and taxonomies in new and effective ways.

"
https://www.linkedin.com/learning/wordpress-developer-tips-deleting-spam-comments-in-the-database,WordPress Developer Tips: Deleting Spam Comments in the Database,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","WordPress sites are prime targets for spam comments. Left unchecked, thousands or even hundreds of thousands of spam comments will bog down your database. Luckily, there are plugins like Akismet to help. And even when the volume is too large to be cleaned up with Akismet, you can use some smart, simple SQL commands to remove all the spam from your database in minutes. Morten Rand-Hendriksen shows you how to perform both spam-sweeping steps in this course.

"
https://www.linkedin.com/learning/learning-backbone-js,Learning Backbone.js,Linkedin Learning,computer_science,"[""front-end_development"", ""backbone.js"", ""javascript""]","Backbone.js is the key to keeping your JavaScript code neat, and separating your markup from the data powering your web applications. Although it has fantastic server-side capabilities, this course focuses on the most relevant features for front-end developers and web designers that want to learn how to build out their web pages and keep their code organized, move away from the DOM, and use Backbone's useful JavaScript library. Start here and learn how to use models and collections to manage your data, and display it on your web page with views. Then use events and routers to create navigational logic in your web app. Author Kai Gittens shows you just what you need to get up and running with Backbone.js and get the job done.

"
https://www.linkedin.com/learning/creating-a-marquee-in-wordpress-with-jquery,Creating a Marquee in WordPress with jQuery,Linkedin Learning,arts_and_design,"[""interactive_web_content"", ""front-end_development"", ""jquery"", ""wordpress"", ""content_management_systems_(cms)""]","Leverage the power of WordPress and some custom jQuery to create and manage a promotional homepage marquee for your website. Chris Converse covers creating custom content types, uploading graphics, and producing an interactive, animated marquee that shows different captions on smaller screens. The exercise files and code snippets for this course are free to all members, so it's easy to recreate this project for your own WordPress site.  
  
This course was created by Chris Converse. We're honored to host this training in our library.

"
https://www.linkedin.com/learning/persuasive-ux-harnessing-illogical-reactions,Persuasive UX: Harnessing Illogical Reactions,Linkedin Learning,marketing,"[""content_strategy""]","Sometimes emotions take precedence over logic. By appealing to this facet of human behavior, you can create products that draw people in and direct them down your preferred path. Chris Nodder continues his _Persuasive UX_ series in this course, where he shows how to use scarcity, time constraints, anchors, and other strategies to harness this emotion and build truly persuasive designs.

"
https://www.linkedin.com/learning/creating-a-slideshow-with-edge-animate,Creating a Slideshow with Edge Animate,Linkedin Learning,arts_and_design,"[""interactive_web_content"", ""adobe_edge"", ""web_graphics""]","Learn how to create a custom slideshow with Edge Animate. In this course, author Paul Trani covers everything from creating and importing graphics and buttons to dynamically loading as many images as you want for your slideshow. Plus, discover how to add interactive thumbnails that make it easy for visitors to interact with the gallery. Paul also shows you how to take your slideshow a step farther with video, audio, and animation.

"
https://www.linkedin.com/learning/installing-and-running-wordpress-desktopserver,Installing and Running WordPress: DesktopServer,Linkedin Learning,computer_science,"[""front-end_development"", ""wordpress"", ""content_management_systems_(cms)""]","Whether you are a beginner wanting to learn the ins and outs of WordPress, a budding designer or developer looking to tinker with themes and plugins, or an advanced developer building a production environment, installing and running WordPress on your own computer is a crucial first step. In this course Morten-Rand Hendriksen looks at how DesktopServer allows you to easily install and manage WordPress on both Mac and Windows computers.

"
https://www.linkedin.com/learning/persuasive-ux-creating-credibility,Persuasive UX: Creating Credibility,Linkedin Learning,marketing,"[""content_strategy""]","Credibility is currency with online audiences. By knowing how concepts like social proof (""if other people do it, so can I"") and authority affect your audience or customers, you can build your credibility and influence their behavior. Dive into this course to learn more, and start putting these concepts to work for you.  
  
Want more persuasive design techniques? Check out the rest of the courses in Chris Nodder's _Persuasive UX_ series.

"
https://www.linkedin.com/learning/persuasive-ux-influencing-behavior-patterns,Persuasive UX: Influencing Behavior Patterns,Linkedin Learning,marketing,"[""content_strategy""]","We'd like to think otherwise, but most human behavior follows a predictable path. Actions (aka stimulus from the outside world) lead to predictable reactions on our part. One element of persuasive design is providing the right stimulus at the right time, in order to get users to respond in the desired way, whether it's navigating your website, providing an email address, or purchasing a product. Learn how to use desire lines, and commitment, reinforcement, and breakage techniques to influence behavior patterns, in this installment of Chris Nodder's _Persuasive UX_ series.

"
https://www.linkedin.com/learning/persuasive-ux-the-power-of-self-image,Persuasive UX: The Power of Self-Image,Linkedin Learning,marketing,"[""content_strategy""]","Marketing departments often appeal to our sense of identity—who we want to be and how we want to be seen. You see the power of self-image used in advertisements for fashionable clothes, luxury cars, and the latest technology. These ads all capitalize on the same themes: aspiration, status, and self-esteem.  
  
Companies create desire by implying their products will make us happier and more popular, like the celebrities that promote them. And while you might not be able to hire an athlete or movie star for your next campaign, you too can tap into self-image with the right persuasive design techniques. Chris Nodder leads you through this fascinating aspect of user experience in this installment of _Persuasive UX_.

"
https://www.linkedin.com/learning/creating-drag-and-drop-functionality-with-edge-animate,Creating Drag-and-Drop Functionality with Edge Animate,Linkedin Learning,arts_and_design,"[""adobe_edge"", ""interaction_design""]","Drag-and-drop functionality is perfect for any game or interactive web project. Edge Animate makes it easy to implement. Plus, the drag-and-drop interactions you add work even on smartphones and tablets. Learn how to create draggable objects, add target areas where users can drop them, create reactions to those drops, and change content and object positioning accordingly. Author Paul Trani walks you through each step of the process in this project-based course.

"
https://www.linkedin.com/learning/github-for-web-designers,GitHub for Web Designers,Linkedin Learning,computer_science,"[""front-end_development"", ""github""]","GitHub has become the industry-standard version control and publishing platform for web developers, but it's great for designers too. This course shows web designers how GitHub can dramatically improve their workflow and assist in creating and publishing sites. Senior lynda.com author James Williamson shows how to sign up for an account and install GitHub client and Git, the version control system GitHub is based on. He then shows you how to use Github to work with team members and collaborate with contributors to open-source projects.

"
https://www.linkedin.com/learning/running-a-web-design-business-defining-success,Running a Web Design Business: Defining Success,Linkedin Learning,business,"[""small_business_management""]","Although there's nothing wrong with making money (it's the necessary lifeblood of every business), it's not what gets most entrepreneurs up every morning. So what drives you? In this course, Lauren Bacon explores the stuff that _really_ gets your creative juices flowing—and shows how to fold those into a more focused, purpose-driven business plan. You might discover that, for you, success looks like location independence and collaborating with creative professionals who inspire you. Or perhaps you need to continually challenge yourself and broaden your skillset. You might thrive on variety or stability, fast growth or slow, happy clients or plenty of quiet time to perfect your craft.  
  
Lauren introduces techniques that will help you hone in on your personal definition of success, two exercises to identify core values, and a formula for establishing concrete income goals for your design business. Get clear on these success factors, and your business plan will flow. Skip this step, and you could find yourself wondering why your business just doesn't feel as satisfying as you'd hoped.

"
https://www.linkedin.com/learning/bootstrap-3-adding-interactivity-to-your-site,Bootstrap 3: Adding Interactivity to Your Site,Linkedin Learning,arts_and_design,"[""interactive_web_content"", ""front-end_development"", ""twitter"", ""bootstrap""]","Twitter's Bootstrap is one of the most popular HTML/CSS/JavaScript frameworks for creating responsive websites. Here, Jen Kramer shows you how to add interactive elements like a thumbnail gallery, image carousel, or contact form using Bootstrap and a simple text editor. Plus, learn to style these features with CSS and add helpful JavaScript-based pop-ups and tooltips that enhance their usability. Along the way, you can test your Bootstrap prowess with a series of challenge videos.  
  
Need help getting Bootstrap up and running? Check out _[Bootstrap 3 Essential Training](https://www.linkedin.com/learning/bootstrap-3-essential-training)_.

"
https://www.linkedin.com/learning/web-development-foundations-web-technologies,Web Development Foundations: Web Technologies,Linkedin Learning,arts_and_design,"[""web_standards""]","You use it every day, for banking, researching, shopping, and social media, but do you really know how the web works? In this course, author James Williamson introduces the technology that makes the web run, the terminology involved, and how it all comes together to power the websites we know and love. He covers the alphabet soup of technologies involved (HTML, CSS, URL, DNS, HTTP, and IPv6), and explains what separates the front end (what we see) from the back end (what we don't) on the web. This course is your ""plain English"" guide to the world of domains, databases, servers, and the technology that makes the web work.

"
https://www.linkedin.com/learning/productivity-tips-for-web-designers,Productivity Tips for Web Designers,Linkedin Learning,business,"[""small_business_management""]","_Productivity Tips for Web Designers_ is a series for web designers who want to enhance their design, software, and freelance business skills and streamline their workflow. Whether you're new to web design or working professionally as a seasoned designer, you'll discover techniques that can help you become more proficient at your craft. Tips and topics include typography; SEO; design software like Illustrator, Photoshop, and Dreamweaver; and web coding in HTML and CSS."
https://www.linkedin.com/learning/learning-responsive-media,Learning Responsive Media,Linkedin Learning,arts_and_design,"[""responsive_web_design"", ""web_graphics""]","Why restrict yourself to inline images and static text, especially in our multidevice, multiplatform era? Responsive media allows you to share more content with more people. Learn what you need to know to build image- and typography-rich pages (with HTML5 video!) that display correctly on a wide variety of devices. Christopher Schmitt will also show you how to convert fixed-width layouts into fluid grid layouts that adapt to different screen sizes, use media queries to deliver custom design experiences, and prepare and retrieve PNG, JPEG, and SVG images so that they look their best.

"
https://www.linkedin.com/learning/bootstrap-3-customizing-with-less,Bootstrap 3: Customizing with LESS,Linkedin Learning,computer_science,"[""front-end_development"", ""twitter"", ""bootstrap"", ""less_(stylesheet_language)""]","Do more with LESS in Bootstrap. In this course, Jen Kramer shows you how to customize the look and feel of your Bootstrap site with LESS CSS, as well as LESS mixins and Bootstap's own customization screens. You'll learn how to configure Prepros, a LESS compiler; work within the LESS file structure; and start modifying fonts, color, spacing, and more with the variables.less file. Then LESS's mixins will allow you to make advanced customizations like custom buttons and tab styles. Just press Play to start learning.

"
https://www.linkedin.com/learning/learning-foundation-5,Learning Foundation 5,Linkedin Learning,computer_science,"[""front-end_development"", ""zurb_foundation_framework""]","In this advanced course, learn to build responsive websites with Foundation—the clean, simple design framework that uses integrated CSS and JavaScript. Jen Kramer covers Foundation's twelve-column grid system, including the small, medium, and large grid options that make layouts easy to assemble. Then learn how to adjust Foundation's default CSS styling to make your buttons, thumbnails, and other page elements look just the way you want, and add top, side, and off-canvas navigation bars. Jen also shows you how to work with cool JavaScript-based effects like Orbit (an image carousel), Reveal (a modal window plugin), and Interchange (offering responsive image management).

"
https://www.linkedin.com/learning/migrating-from-flash-to-edge-animate,Migrating from Flash to Edge Animate,Linkedin Learning,arts_and_design,"[""interactive_web_content"", ""adobe_edge"", ""interaction_design"", ""web_graphics""]","Are you an experienced Flash developer feeling stranded or left behind by the shift to HTML5, CSS, and JavaScript? There's hope yet, in the form of Edge Animate, which translates Flash's ease of use into code. Watch this course and learn how to make the connections between developing in Flash and in Edge Animate, and then make the leap to a more modern web development workflow.  
  
Jake Ströh explains how the web has evolved away from Flash, while pointing out key similarities and differences in Edge Animate that make migrating at times both smooth and challenging. He shows how to re-create a simple Flash banner ad inside of Edge Animate, walking through tasks that should be familiar to Flash developers, like keyframing parameters and working with symbols and nested timelines. Text, audio, and video work differently in Edge Animate, so Jake also spends time on those techniques. Then he'll work through the process of developing an interactive mobile prototype that accepts input from touch screens. When you're done, you should have the tools you need to migrate to Edge Animate and start building web projects that live up to modern standards.

"
